Date,Price,Open,High,Low,Vol,Change %
"Feb 04, 2022",137.95,138.5,138.5,138,0.01K,+4.56%
"Feb 03, 2022",131.94,132.75,132.75,132.75,0.01K,-1.09%
"Feb 02, 2022",133.4,133,133.5,133,0.01K,+4.63%
"Feb 01, 2022",127.5,127.5,127.5,127.5,0.02K,-8.44%
"Jan 31, 2022",139.25,138.75,138.75,138.75,0.01K,-0.21%
"Jan 28, 2022",139.55,140.75,140.75,140.75,0.01K,+3.74%
"Jan 27, 2022",134.52,133.5,134.5,133.5,0.01K,+2.50%
"Jan 26, 2022",131.24,130.1,131,130.1,0.01K,+3.14%
"Jan 25, 2022",127.25,127.25,127.25,127.25,0.00K,+1.80%
"Jan 24, 2022",125,125,125,125,0.01K,+6.79%
"Jan 21, 2022",117.05,117.05,117.05,117.05,0.01K,+1.57%
"Jan 20, 2022",115.24,115.24,115.24,115.24,,+2.89%
"Jan 19, 2022",112,112,112,112,,-1.55%
"Jan 18, 2022",113.76,113.76,113.76,113.76,0.02K,+1.66%
"Jan 17, 2022",111.9,112,112,112,0.01K,+0.81%
"Jan 14, 2022",111,111,111,111,,+2.78%
"Jan 13, 2022",108,108,108,108,0.00K,-3.60%
"Jan 12, 2022",112.03,115,115,115,0.00K,-5.06%
"Jan 11, 2022",118,119,119,117.25,0.01K,-0.38%
"Jan 10, 2022",118.45,119,119,119,0.00K,-2.88%
"Jan 07, 2022",121.96,126.5,126.5,126.5,0.00K,-6.00%
"Jan 06, 2022",129.75,129.75,129.75,129.75,,-0.94%
"Jan 05, 2022",130.98,131.5,132,131.5,0.01K,-1.55%
"Jan 04, 2022",133.04,132.5,132.5,132.5,0.01K,+16.70%
"Jan 03, 2022",114,114,114,114,,+0.80%
"Dec 30, 2021",113.1,113.1,113.1,113.1,,-48.82%
"Dec 29, 2021",221,221,221,221,,+0.54%
"Dec 28, 2021",219.81,219.81,219.81,219.81,0.00K,-0.99%
"Dec 27, 2021",222,222,222,222,,-18.90%
"Dec 23, 2021",273.75,273.75,273.75,273.75,0.00K,-14.80%
"Dec 22, 2021",321.3,321.3,321.3,321.3,0.02K,+2.00%
"Dec 21, 2021",315,275,304,275,0.02K,+25.00%
"Dec 20, 2021",252,252.5,252.5,252.5,0.01K,+4.63%
"Dec 17, 2021",240.84,239.25,239.25,239.25,0.01K,+0.35%
"Dec 16, 2021",240,219,219,219,0.04K,+19.40%
"Dec 15, 2021",201,199.35,201,199.15,0.03K,-1.83%
"Dec 14, 2021",204.74,202,202.5,202,0.01K,-0.22%
"Dec 13, 2021",205.2,203.5,205.75,203.5,0.01K,+13.06%
"Dec 10, 2021",181.5,178.5,182,178.5,0.02K,-0.55%
"Dec 09, 2021",182.5,178,182,178,0.02K,-2.67%
"Dec 08, 2021",187.5,186.4,186.4,186.4,0.06K,+13.71%
"Dec 07, 2021",164.9,161,165.25,161,0.03K,+8.31%
"Dec 06, 2021",152.25,151.5,153.4,151.5,0.02K,+1.96%
"Dec 03, 2021",149.32,149.35,149.35,149.35,0.00K,+0.89%
"Dec 02, 2021",148,148,148,148,0.01K,+2.83%
"Dec 01, 2021",143.93,143.93,143.93,143.93,0.02K,+2.81%
"Nov 30, 2021",140,141.3,141.3,140.75,0.04K,+0.44%
"Nov 29, 2021",139.38,139.38,139.38,139.38,0.01K,+2.67%
"Nov 26, 2021",135.75,135.75,135.75,135.75,,-3.74%
"Nov 25, 2021",141.03,142,142,142,0.01K,+4.12%
"Nov 24, 2021",135.45,135.5,135.5,135.5,0.01K,+1.23%
"Nov 23, 2021",133.81,133.81,133.81,133.81,,+2.54%
"Nov 22, 2021",130.5,130.5,130.5,130.5,0.00K,+0.19%
"Nov 19, 2021",130.25,130,130,130,0.01K,-3.71%
"Nov 18, 2021",135.27,135.27,135.27,135.27,,-3.03%
"Nov 17, 2021",139.5,139.5,139.5,139.5,,+8.35%
"Nov 16, 2021",128.75,128.75,128.75,128.75,,+6.23%
"Nov 15, 2021",121.2,121.2,121.2,121.2,0.01K,+2.28%
"Nov 12, 2021",118.5,118.5,118.5,118.5,0.01K,+3.39%
"Nov 11, 2021",114.62,114.62,114.62,114.62,,+2.80%
"Nov 10, 2021",111.5,111.5,111.5,111.5,,-6.43%
"Nov 09, 2021",119.16,119.16,119.16,119.16,0.01K,-2.17%
"Nov 08, 2021",121.8,121.8,121.8,121.8,0.01K,+2.35%
"Nov 05, 2021",119,119,119,119,0.03K,-0.49%
"Nov 04, 2021",119.59,119.59,119.59,119.59,,-1.57%
"Nov 03, 2021",121.5,121.5,121.5,121.5,0.02K,+8.48%
"Nov 02, 2021",112,112,112,112,0.01K,+1.07%
"Nov 01, 2021",110.81,110.81,110.81,110.81,,-2.58%
"Oct 29, 2021",113.75,113.75,113.75,113.75,,-5.95%
"Oct 28, 2021",120.94,121,121,121,0.00K,-3.44%
"Oct 27, 2021",125.25,125.25,125.25,125.25,0.01K,-2.53%
"Oct 26, 2021",128.5,128.5,128.5,128.5,,+0.47%
"Oct 25, 2021",127.9,127.9,127.9,127.9,0.00K,+1.91%
"Oct 22, 2021",125.5,125.5,125.5,125.5,,+1.41%
"Oct 21, 2021",123.75,123.75,123.75,123.75,0.00K,-3.15%
"Oct 20, 2021",127.77,127.77,127.77,127.77,,+0.76%
"Oct 19, 2021",126.81,126.81,126.81,126.81,0.02K,-3.20%
"Oct 18, 2021",131,133,134,132.75,0.01K,-2.88%
"Oct 15, 2021",134.88,134,134,134,0.02K,+0.41%
"Oct 14, 2021",134.33,134.33,134.33,134.33,,+7.25%
"Oct 13, 2021",125.25,126,126,126,0.00K,+2.24%
"Oct 12, 2021",122.5,122.5,122.5,122.5,0.02K,-0.88%
"Oct 11, 2021",123.59,123.59,123.59,123.59,0.00K,+1.14%
"Oct 08, 2021",122.2,122.2,122.2,122.2,,-4.53%
"Oct 07, 2021",128,128,128,128,,-6.90%
"Oct 06, 2021",137.48,137.48,137.48,137.48,0.00K,-14.50%
"Oct 05, 2021",160.8,160.8,160.8,160.8,0.01K,+10.06%
"Oct 04, 2021",146.1,143.25,143.25,143.25,0.01K,+7.81%
"Oct 01, 2021",135.52,135.52,135.52,135.52,0.00K,+2.93%
"Sep 30, 2021",131.66,131.66,131.66,131.66,0.01K,+9.49%
"Sep 29, 2021",120.25,121.5,121.5,121.5,0.02K,+1.26%
"Sep 28, 2021",118.75,121.9,121.9,118,0.01K,+2.62%
"Sep 27, 2021",115.72,115.72,115.72,115.72,0.01K,+6.26%
"Sep 24, 2021",108.9,108.9,108.9,108.9,0.01K,+3.43%
"Sep 23, 2021",105.29,105.29,105.29,105.29,0.01K,+0.25%
"Sep 22, 2021",105.03,105.03,105.03,105.03,0.01K,-0.43%
"Sep 21, 2021",105.48,105.48,105.48,105.48,0.01K,-1.18%
"Sep 20, 2021",106.74,106.74,106.74,106.74,,+4.96%
"Sep 17, 2021",101.7,101.7,101.7,101.7,0.00K,+3.21%
"Sep 16, 2021",98.54,98.54,98.54,98.54,,-7.34%
"Sep 15, 2021",106.35,106.35,106.35,106.35,0.07K,+4.82%
"Sep 14, 2021",101.46,101.46,101.46,101.46,0.04K,+0.10%
"Sep 13, 2021",101.36,101.36,101.36,101.36,,+3.61%
"Sep 10, 2021",97.83,97.83,97.83,97.83,0.00K,+0.34%
"Sep 09, 2021",97.5,97.5,97.5,97.5,0.02K,+2.09%
"Sep 08, 2021",95.5,95.5,95.5,95.5,,+2.30%
"Sep 07, 2021",93.35,93.35,93.35,93.35,0.01K,+1.15%
"Sep 06, 2021",92.29,92.29,92.29,92.29,,+0.89%
"Sep 03, 2021",91.48,91.48,91.48,91.48,,+1.36%
"Sep 02, 2021",90.25,90.25,90.25,90.25,,+0.13%
"Sep 01, 2021",90.13,90.13,90.13,90.13,0.01K,+2.14%
"Aug 31, 2021",88.24,88.24,88.24,88.24,,+0.85%
"Aug 30, 2021",87.5,87.85,87.85,87.85,0.00K,+2.34%
"Aug 27, 2021",85.5,85.5,85.5,85.5,,+1.06%
"Aug 26, 2021",84.6,84.6,84.6,84.6,0.01K,+0.59%
"Aug 25, 2021",84.1,84.1,84.1,84.1,,-0.04%
"Aug 24, 2021",84.13,84.13,84.13,84.13,0.00K,+2.35%
"Aug 23, 2021",82.2,82.8,82.8,82.8,0.00K,+2.88%
"Aug 20, 2021",79.9,79.9,79.9,79.9,0.00K,-1.36%
"Aug 19, 2021",81,81,81,81,0.00K,-5.66%
"Aug 18, 2021",85.86,85.86,85.86,85.86,0.01K,-0.61%
"Aug 17, 2021",86.39,86.25,86.25,86.25,0.01K,+0.38%
"Aug 16, 2021",86.06,86.3,86.3,86.3,0.02K,+3.30%
"Aug 13, 2021",83.31,83.31,83.31,83.31,0.01K,-1.62%
"Aug 12, 2021",84.68,84.68,84.68,84.68,0.01K,+2.11%
"Aug 11, 2021",82.93,81.7,81.7,81.7,0.00K,+1.72%
"Aug 10, 2021",81.53,81.53,81.53,81.53,0.00K,+1.86%
"Aug 09, 2021",80.04,80.04,80.04,80.04,,+0.28%
"Aug 06, 2021",79.82,79.82,79.82,79.82,0.00K,+3.29%
"Aug 05, 2021",77.28,77.28,77.28,77.28,0.00K,+0.55%
"Aug 04, 2021",76.86,76.86,76.86,76.86,,+0.39%
"Aug 03, 2021",76.56,76.56,76.56,76.56,,-0.89%
"Aug 02, 2021",77.25,77.25,77.25,77.25,0.01K,+2.69%
"Jul 30, 2021",75.23,75.23,75.23,75.23,,-0.50%
"Jul 29, 2021",75.61,75.61,75.61,75.61,0.00K,+1.52%
"Jul 28, 2021",74.48,74,74,74,0.01K,+1.96%
"Jul 27, 2021",73.05,73.05,73.05,73.05,0.00K,+1.12%
"Jul 26, 2021",72.24,71.85,71.85,71.85,0.01K,+2.48%
"Jul 23, 2021",70.49,70.49,70.49,70.49,,+0.87%
"Jul 22, 2021",69.88,69.88,69.88,69.88,,-1.23%
"Jul 21, 2021",70.75,70.75,70.75,70.75,,+1.67%
"Jul 20, 2021",69.59,69.59,69.59,69.59,,-2.52%
"Jul 19, 2021",71.39,71.39,71.39,71.39,0.01K,+0.27%
"Jul 16, 2021",71.2,71.25,71.25,71.25,0.01K,+0.58%
"Jul 15, 2021",70.79,70.79,70.79,70.79,,-0.67%
"Jul 14, 2021",71.27,71.27,71.27,71.27,,-0.18%
"Jul 13, 2021",71.4,71.4,71.4,71.4,,+0.24%
"Jul 12, 2021",71.23,71.23,71.23,71.23,,-1.51%
"Jul 09, 2021",72.32,72.32,72.32,72.32,,+2.57%
"Jul 08, 2021",70.51,70.51,70.51,70.51,,-0.69%
"Jul 07, 2021",71,71,71,71,,-1.99%
"Jul 06, 2021",72.44,72.44,72.44,72.44,0.00K,-3.19%
"Jul 05, 2021",74.83,74.83,74.83,74.83,,+1.82%
"Jul 02, 2021",73.49,73.49,73.49,73.49,0.01K,-0.03%
"Jul 01, 2021",73.51,73.51,73.51,73.51,,+3.01%
"Jun 30, 2021",71.36,71.36,71.36,71.36,,+1.48%
"Jun 29, 2021",70.32,70.32,70.32,70.32,0.01K,+2.14%
"Jun 28, 2021",68.85,68.85,68.85,68.85,,+0.34%
"Jun 25, 2021",68.62,68.62,68.62,68.62,0.01K,+0.15%
"Jun 24, 2021",68.52,68.52,68.52,68.52,0.01K,+0.65%
"Jun 23, 2021",68.08,67.5,67.5,67.5,0.01K,+2.41%
"Jun 22, 2021",66.48,66.48,66.48,66.48,0.00K,+0.96%
"Jun 21, 2021",65.85,65.85,65.85,65.85,0.00K,+1.84%
"Jun 18, 2021",64.66,64.66,64.66,64.66,0.01K,+1.59%
"Jun 17, 2021",63.65,63.65,63.65,63.65,,-1.53%
"Jun 16, 2021",64.64,64.8,64.8,64.8,0.01K,+0.94%
"Jun 15, 2021",64.04,64.04,64.04,64.04,,-2.26%
"Jun 14, 2021",65.52,65.52,65.52,65.52,,+1.42%
"Jun 11, 2021",64.6,64.6,64.6,64.6,0.01K,-1.10%
"Jun 10, 2021",65.32,65.32,65.32,65.32,0.01K,+1.22%
"Jun 09, 2021",64.53,64.53,64.53,64.53,,+1.49%
"Jun 08, 2021",63.58,63.58,63.58,63.58,,+2.48%
"Jun 07, 2021",62.04,62.04,62.04,62.04,,+1.21%
"Jun 04, 2021",61.3,61.3,61.3,61.3,0.00K,+0.82%
"Jun 03, 2021",60.8,60.8,60.8,60.8,,-1.62%
"Jun 02, 2021",61.8,61.8,61.8,61.8,,-2.18%
"Jun 01, 2021",63.18,63.18,63.18,63.18,0.00K,+2.33%
"May 31, 2021",61.74,61.74,61.74,61.74,,-0.96%
"May 28, 2021",62.34,62.34,62.34,62.34,,-0.49%
"May 27, 2021",62.65,62.65,62.65,62.65,0.00K,-2.87%
"May 26, 2021",64.5,64.5,64.5,64.5,0.01K,+1.77%
"May 25, 2021",63.38,63.38,63.38,63.38,,+1.41%
"May 24, 2021",62.5,62.5,62.5,62.5,,-0.64%
"May 21, 2021",62.9,62.9,62.9,62.9,,+1.19%
"May 20, 2021",62.16,62.16,62.16,62.16,,+4.82%
"May 19, 2021",59.3,59.3,59.3,59.3,0.01K,-8.00%
"May 18, 2021",64.46,64.46,64.46,64.46,0.01K,-3.75%
"May 17, 2021",66.97,66.35,66.35,66.35,0.01K,+0.18%
"May 14, 2021",66.85,66.85,66.85,66.85,,+2.01%
"May 13, 2021",65.53,65,65,65,0.01K,-1.09%
"May 12, 2021",66.25,66.25,66.25,66.25,0.04K,+3.11%
"May 11, 2021",64.25,64.25,64.25,64.25,0.03K,+1.10%
"May 10, 2021",63.55,63.05,63.05,63.05,0.02K,+3.72%
"May 07, 2021",61.27,61.1,61.1,61.1,0.01K,-0.37%
"May 06, 2021",61.5,61.5,61.5,61.5,0.01K,+2.88%
"May 05, 2021",59.78,59.78,59.78,59.78,0.01K,+0.81%
"May 04, 2021",59.3,59.3,59.3,59.3,0.01K,-0.39%
"May 03, 2021",59.53,59.53,59.53,59.53,,+1.54%
"Apr 30, 2021",58.63,58.63,58.63,58.63,0.00K,+1.05%
"Apr 29, 2021",58.02,57.1,57.1,57.1,0.00K,+1.34%
"Apr 28, 2021",57.25,57.25,57.25,57.25,,+0.03%
"Apr 27, 2021",57.23,57.23,57.23,57.23,,+1.11%
"Apr 26, 2021",56.6,56.6,56.6,56.6,,+0.25%
"Apr 23, 2021",56.46,56.46,56.46,56.46,,-1.77%
"Apr 22, 2021",57.48,57.48,57.48,57.48,,+1.99%
"Apr 21, 2021",56.36,56.36,56.36,56.36,0.00K,+0.95%
"Apr 20, 2021",55.83,55.95,55.95,55.95,0.00K,-0.39%
"Apr 19, 2021",56.05,55.95,55.95,55.95,0.01K,+0.52%
"Apr 16, 2021",55.76,55.95,55.95,55.95,0.01K,+0.89%
"Apr 15, 2021",55.27,55.27,55.27,55.27,0.01K,+1.88%
"Apr 14, 2021",54.25,54.25,54.25,54.25,,-1.58%
"Apr 13, 2021",55.12,54.95,54.95,54.95,0.00K,+0.15%
"Apr 12, 2021",55.04,55,55,55,0.00K,+0.99%
"Apr 09, 2021",54.5,54.5,54.5,54.5,,-0.40%
"Apr 08, 2021",54.72,54.72,54.72,54.72,0.01K,-1.21%
"Apr 07, 2021",55.39,55.39,55.39,55.39,,-0.56%
"Apr 06, 2021",55.7,55.45,55.45,55.45,0.01K,+1.75%
"Apr 01, 2021",54.74,54.74,54.74,54.74,,+0.51%
"Mar 31, 2021",54.46,54.46,54.46,54.46,,+0.42%
"Mar 30, 2021",54.23,54.23,54.23,54.23,0.00K,+0.54%
"Mar 29, 2021",53.94,53.94,53.94,53.94,0.00K,-0.11%
"Mar 26, 2021",54,54,54,54,,+1.77%
"Mar 25, 2021",53.06,53.06,53.06,53.06,,-1.25%
"Mar 24, 2021",53.73,53.73,53.73,53.73,0.01K,-0.41%
"Mar 23, 2021",53.95,53.95,53.95,53.95,,-0.81%
"Mar 22, 2021",54.39,54.39,54.39,54.39,,+2.05%
"Mar 19, 2021",53.3,53.3,53.3,53.3,,-1.33%
"Mar 18, 2021",54.02,54.1,54.1,54.1,0.01K,+0.99%
"Mar 17, 2021",53.49,53.49,53.49,53.49,,+0.70%
"Mar 16, 2021",53.12,53.12,53.12,53.12,,-1.87%
"Mar 15, 2021",54.13,54.13,54.13,54.13,,-0.13%
"Mar 12, 2021",54.2,54.2,54.2,54.2,,+1.29%
"Mar 11, 2021",53.51,53.51,53.51,53.51,,-0.02%
"Mar 10, 2021",53.52,53.52,53.52,53.52,0.02K,+2.37%
"Mar 09, 2021",52.28,52.3,52.3,52.3,0.01K,+1.69%
"Mar 08, 2021",51.41,51.41,51.41,51.41,,+0.80%
"Mar 05, 2021",51,50.85,50.85,50.85,0.00K,+1.78%
"Mar 04, 2021",50.11,50.11,50.11,50.11,,+0.82%
"Mar 03, 2021",49.7,49.7,49.7,49.7,,-0.80%
"Mar 02, 2021",50.1,50.2,50.2,50.2,0.00K,+0.10%
"Mar 01, 2021",50.05,50.05,50.05,50.05,0.00K,-0.20%
"Feb 26, 2021",50.15,50.15,50.15,50.15,0.02K,-1.34%
"Feb 25, 2021",50.83,50.83,50.83,50.83,0.01K,+0.73%
"Feb 24, 2021",50.46,50.46,50.46,50.46,0.00K,+1.59%
"Feb 23, 2021",49.67,49.67,49.67,49.67,,+0.38%
"Feb 22, 2021",49.48,49.48,49.48,49.48,0.00K,-1.53%
"Feb 19, 2021",50.25,50.25,50.25,50.25,,-0.28%
"Feb 18, 2021",50.39,50.39,50.39,50.39,,+0.04%
"Feb 17, 2021",50.37,50.37,50.37,50.37,0.00K,-0.73%
"Feb 16, 2021",50.74,50.74,50.74,50.74,,-0.12%
"Feb 15, 2021",50.8,50.8,50.8,50.8,0.01K,+0.12%
"Feb 12, 2021",50.74,50.74,50.74,50.74,,-0.55%
"Feb 11, 2021",51.02,51.02,51.02,51.02,0.00K,-1.71%
"Feb 10, 2021",51.91,51.91,51.91,51.91,,+0.50%
"Feb 09, 2021",51.65,51.65,51.65,51.65,0.02K,0.00%
"Feb 08, 2021",51.65,51.65,51.65,51.65,0.01K,+1.12%
"Feb 05, 2021",51.08,51.08,51.08,51.08,,+1.98%
"Feb 04, 2021",50.09,50.09,50.09,50.09,0.00K,+1.19%
"Feb 03, 2021",49.5,49.5,49.5,49.5,0.00K,+2.38%
"Feb 02, 2021",48.35,48.35,48.35,48.35,,+2.22%
"Feb 01, 2021",47.3,47.3,47.3,47.3,,-1.03%
"Jan 29, 2021",47.79,47.79,47.79,47.79,,-0.85%
"Jan 28, 2021",48.2,48.2,48.2,48.2,,+1.90%
"Jan 27, 2021",47.3,47.3,47.3,47.3,,+0.04%
"Jan 26, 2021",47.28,47.28,47.28,47.28,,-1.70%
"Jan 25, 2021",48.1,48.1,48.1,48.1,0.01K,-1.23%
"Jan 22, 2021",48.7,48.7,48.7,48.7,0.00K,+0.68%
"Jan 21, 2021",48.37,48.45,48.45,48.45,0.01K,+0.77%
"Jan 20, 2021",48,48,48,48,,+1.07%
"Jan 19, 2021",47.49,47.49,47.49,47.49,,+2.24%
"Jan 18, 2021",46.45,46.45,46.45,46.45,0.00K,0.00%
"Jan 15, 2021",46.45,46.45,46.45,46.45,,-2.17%
"Jan 14, 2021",47.48,47.48,47.48,47.48,0.01K,-0.67%
"Jan 13, 2021",47.8,47.8,47.8,47.8,,-2.75%
"Jan 12, 2021",49.15,49.15,49.15,49.15,,+2.52%
"Jan 11, 2021",47.94,48,48,48,0.00K,-0.23%
"Jan 08, 2021",48.05,48.05,48.05,48.05,,+0.90%
"Jan 07, 2021",47.62,47.62,47.62,47.62,,+2.17%
"Jan 06, 2021",46.61,46.65,46.65,46.5,0.01K,-0.06%
"Jan 05, 2021",46.64,46.65,46.65,46.65,0.01K,-2.53%
"Jan 04, 2021",47.85,47.85,47.85,47.85,0.00K,+1.79%
"Dec 31, 2020",47.01,47.01,47.01,47.01,,0.00%
"Dec 30, 2020",47.01,47.01,47.01,47.01,,-4.22%
"Dec 29, 2020",49.08,49.08,49.08,49.08,0.02K,-1.13%
"Dec 28, 2020",49.64,49.64,49.64,49.64,,+4.22%
"Dec 24, 2020",47.63,47.63,47.63,47.63,,0.00%
"Dec 23, 2020",47.63,47.63,47.63,47.63,,+0.21%
"Dec 22, 2020",47.53,47.53,47.53,47.53,,+3.71%
"Dec 21, 2020",45.83,45.83,45.83,45.83,,+1.62%
"Dec 18, 2020",45.1,45.1,45.1,45.1,0.00K,-1.10%
"Dec 17, 2020",45.6,45.6,45.6,45.6,,-1.41%
"Dec 16, 2020",46.25,46.25,46.25,46.25,,-1.74%
"Dec 15, 2020",47.07,47.07,47.07,47.07,0.02K,+1.05%
"Dec 14, 2020",46.58,46.58,46.58,46.58,0.01K,+3.42%
"Dec 11, 2020",45.04,45.04,45.04,45.04,,+0.99%
"Dec 10, 2020",44.6,44.6,44.6,44.6,,+1.90%
"Dec 09, 2020",43.77,43.65,43.65,43.65,0.01K,+1.67%
"Dec 08, 2020",43.05,43.05,43.05,43.05,,-0.23%
"Dec 07, 2020",43.15,42.6,43.1,42.6,0.02K,-0.62%
"Dec 04, 2020",43.42,43.42,43.42,43.42,0.01K,+1.95%
"Dec 03, 2020",42.59,42.65,42.65,42.65,0.01K,-1.41%
"Dec 02, 2020",43.2,43.2,43.2,43.2,,-0.92%
"Dec 01, 2020",43.6,43.6,43.6,43.6,0.00K,+0.76%
"Nov 30, 2020",43.27,43.27,43.27,43.27,,+2.78%
"Nov 27, 2020",42.1,42.1,42.1,42.1,0.03K,+0.94%
"Nov 26, 2020",41.71,41.71,41.71,41.71,,+0.26%
"Nov 25, 2020",41.6,41.6,41.6,41.6,0.01K,+1.81%
"Nov 24, 2020",40.86,40.86,40.86,40.86,,+1.29%
"Nov 23, 2020",40.34,40.34,40.34,40.34,,+2.83%
"Nov 20, 2020",39.23,39.23,39.23,39.23,,-1.78%
"Nov 19, 2020",39.94,40.2,40.2,40.2,0.00K,-2.59%
"Nov 18, 2020",41,41,41,41,,-0.07%
"Nov 17, 2020",41.03,40.85,40.85,40.85,0.01K,-1.25%
"Nov 16, 2020",41.55,41.55,41.55,41.55,0.01K,+1.99%
"Nov 13, 2020",40.74,40.74,40.74,40.74,,+0.94%
"Nov 12, 2020",40.36,40.36,40.36,40.36,,-1.97%
"Nov 11, 2020",41.17,41.17,41.17,41.17,0.01K,+1.40%
"Nov 10, 2020",40.6,40.6,40.6,40.6,,-0.71%
"Nov 09, 2020",40.89,41.05,41.05,41.05,0.01K,+1.62%
"Nov 06, 2020",40.24,40.24,40.24,40.24,0.04K,-0.15%
"Nov 05, 2020",40.3,40.3,40.3,40.3,,+3.20%
"Nov 04, 2020",39.05,39.05,39.05,39.05,,+0.26%
"Nov 03, 2020",38.95,38.95,38.95,38.95,0.01K,+1.56%
"Nov 02, 2020",38.35,38.35,38.35,38.35,0.01K,-1.94%
"Oct 30, 2020",39.11,38.85,38.85,38.85,0.02K,+0.20%
"Oct 29, 2020",39.03,39,39.05,38.95,0.02K,-1.71%
"Oct 28, 2020",39.71,39.6,39.6,39.6,0.01K,-0.77%
"Oct 27, 2020",40.02,40.55,40.55,40.55,0.02K,-3.12%
"Oct 26, 2020",41.31,41.31,41.31,41.31,0.01K,-0.72%
"Oct 23, 2020",41.61,41.4,41.4,41.4,0.01K,+2.79%
"Oct 22, 2020",40.48,40.1,40.5,40.1,0.02K,-0.10%
"Oct 21, 2020",40.52,40.52,40.52,40.52,,-1.00%
"Oct 20, 2020",40.93,40.6,40.6,40.6,0.03K,+0.57%
"Oct 19, 2020",40.7,40.25,40.75,40.25,0.02K,+1.34%
"Oct 16, 2020",40.16,40,40.4,40,0.06K,+0.40%
"Oct 15, 2020",40,40,40,40,0.01K,-0.92%
"Oct 14, 2020",40.37,40.35,40.35,40.2,0.04K,+1.00%
"Oct 13, 2020",39.97,39.97,39.97,39.97,0.00K,-0.27%
"Oct 12, 2020",40.08,40.08,40.08,40.08,,-2.43%
"Oct 09, 2020",41.08,41.1,41.1,41.1,0.02K,-1.13%
"Oct 08, 2020",41.55,41.55,41.55,41.55,0.01K,+0.56%
"Oct 07, 2020",41.32,41.32,41.32,41.32,0.00K,+1.18%
"Oct 06, 2020",40.84,40.75,40.75,40.75,0.00K,-0.37%
"Oct 05, 2020",40.99,40.8,40.8,40.8,0.01K,+1.97%
"Oct 02, 2020",40.2,40,40,40,0.02K,-1.86%
"Oct 01, 2020",40.96,40.96,40.96,40.96,0.01K,-0.58%
"Sep 30, 2020",41.2,41.18,41.18,41.18,0.01K,-1.53%
"Sep 29, 2020",41.84,41.84,41.84,41.84,0.01K,+2.35%
"Sep 28, 2020",40.88,40.88,40.88,40.88,0.00K,+0.94%
"Sep 25, 2020",40.5,40.5,40.5,40.5,0.00K,-0.47%
"Sep 24, 2020",40.69,40.69,40.69,40.69,0.00K,-1.00%
"Sep 23, 2020",41.1,41.15,41.25,41.15,0.01K,+0.86%
"Sep 22, 2020",40.75,40.75,40.75,40.75,0.01K,-0.44%
"Sep 21, 2020",40.93,40.93,40.93,40.93,,-1.87%
"Sep 18, 2020",41.71,41.85,41.85,41.85,0.01K,-1.11%
"Sep 17, 2020",42.18,42.18,42.18,42.18,0.00K,-0.07%
"Sep 16, 2020",42.21,42.65,42.65,42.35,0.01K,-1.10%
"Sep 15, 2020",42.68,42.68,42.68,42.68,0.01K,+0.92%
"Sep 14, 2020",42.29,42.29,42.29,42.29,,+3.32%
"Sep 11, 2020",40.93,40.93,40.93,40.93,0.00K,-0.34%
"Sep 10, 2020",41.07,41.07,41.07,41.07,,+0.88%
"Sep 09, 2020",40.71,40.71,40.71,40.71,,+0.12%
"Sep 08, 2020",40.66,40.9,40.9,40.9,0.01K,-1.45%
"Sep 07, 2020",41.26,41.26,41.26,41.26,0.01K,-1.90%
"Sep 04, 2020",42.06,42.06,42.06,42.06,0.01K,-0.66%
"Sep 03, 2020",42.34,42.5,42.5,42.5,0.02K,+1.51%
"Sep 02, 2020",41.71,41.85,41.85,41.85,0.01K,-0.55%
"Sep 01, 2020",41.94,41.7,41.95,41.7,0.03K,+0.67%
"Aug 31, 2020",41.66,42.2,42.2,42.2,0.00K,-1.70%
"Aug 28, 2020",42.38,42.5,42.5,42.5,0.01K,+2.49%
"Aug 27, 2020",41.35,41.45,41.45,41.45,0.01K,-0.58%
"Aug 26, 2020",41.59,41.45,41.45,41.45,0.01K,+1.59%
"Aug 25, 2020",40.94,40.05,40.6,40,0.02K,+2.76%
"Aug 24, 2020",39.84,39.9,39.9,39.9,0.01K,+3.19%
"Aug 21, 2020",38.61,38.61,38.61,38.61,,-1.30%
"Aug 20, 2020",39.12,39.12,39.12,39.12,,-0.38%
"Aug 19, 2020",39.27,39.6,39.6,39.6,0.01K,-0.38%
"Aug 18, 2020",39.42,39.42,39.42,39.42,,+1.60%
"Aug 17, 2020",38.8,38.8,38.8,38.8,0.01K,+1.49%
"Aug 14, 2020",38.23,38.23,38.23,38.23,0.03K,-1.49%
"Aug 13, 2020",38.81,38.81,38.81,38.81,,+0.28%
"Aug 12, 2020",38.7,38.7,38.7,38.7,,-2.22%
"Aug 11, 2020",39.58,39.58,39.58,39.58,0.01K,-0.35%
"Aug 10, 2020",39.72,39.85,39.85,39.85,0.02K,+0.68%
"Aug 07, 2020",39.45,39.45,39.45,39.45,,-0.75%
"Aug 06, 2020",39.75,39.6,39.7,39.6,0.01K,+1.09%
"Aug 05, 2020",39.32,39.45,39.45,39.45,0.02K,+1.42%
"Aug 04, 2020",38.77,38.85,38.85,38.85,0.01K,+1.36%
"Aug 03, 2020",38.25,38.25,38.25,38.25,0.01K,-0.18%
"Jul 31, 2020",38.32,38.32,38.32,38.32,0.01K,+0.76%
"Jul 30, 2020",38.03,38.03,38.03,38.03,0.00K,-1.91%
"Jul 29, 2020",38.77,38.77,38.77,38.77,0.00K,+2.24%
