Date,Price,Open,High,Low,Vol,Change %
"Sep 11, 2023",123.11,125,125,123,0.02K,+0.95%
"Sep 08, 2023",121.95,122.75,122.75,122.5,0.02K,+0.16%
"Sep 07, 2023",121.75,121.75,121.75,121.75,0.19K,+0.29%
"Sep 06, 2023",121.4,123.75,123.75,123.75,0.01K,-1.68%
"Sep 05, 2023",123.47,123.47,123.47,123.47,0.00K,-0.72%
"Sep 04, 2023",124.37,124.5,125,124.5,0.04K,-0.54%
"Sep 01, 2023",125.05,125.05,125.05,125.05,0.01K,+0.26%
"Aug 31, 2023",124.72,126.2,126.2,125,0.01K,-2.49%
"Aug 30, 2023",127.9,125.75,127.25,125.75,0.01K,+2.32%
"Aug 29, 2023",125,125,125,125,0.00K,-2.96%
"Aug 28, 2023",128.81,128,128,128,0.00K,+3.24%
"Aug 25, 2023",124.77,125,126.25,124.8,0.01K,+1.38%
"Aug 24, 2023",123.07,123.07,123.07,123.07,0.02K,-5.41%
"Aug 23, 2023",130.11,133.75,133.75,130,0.01K,-3.44%
"Aug 22, 2023",134.75,133,134.75,133,0.02K,+0.56%
"Aug 21, 2023",134,132.5,133,132.5,0.01K,+2.81%
"Aug 18, 2023",130.34,131.5,131.5,130.25,0.01K,-1.05%
"Aug 17, 2023",131.72,131,132,131,0.06K,+0.55%
"Aug 16, 2023",131,130.5,131,130.5,0.08K,-0.61%
"Aug 15, 2023",131.8,130,131,130,0.02K,+3.93%
"Aug 14, 2023",126.82,126.82,126.82,126.82,,+0.45%
"Aug 11, 2023",126.25,125,125,125,0.02K,+0.40%
"Aug 10, 2023",125.75,126,126,126,0.01K,-1.76%
"Aug 09, 2023",128,124.25,124.25,124.25,0.01K,+3.23%
"Aug 08, 2023",124,121.25,122,121.25,0.01K,+1.02%
"Aug 07, 2023",122.75,122,122.75,121.75,0.01K,+1.24%
"Aug 04, 2023",121.25,121.5,121.5,121.5,0.01K,-2.00%
"Aug 03, 2023",123.72,122.5,123.5,122.5,0.01K,+0.37%
"Aug 02, 2023",123.27,122,122,122,0.00K,-0.57%
"Aug 01, 2023",123.98,123.98,123.98,123.98,0.01K,-1.88%
"Jul 31, 2023",126.35,124,124,124,0.01K,+0.99%
"Jul 28, 2023",125.11,125.11,125.11,125.11,,-4.55%
"Jul 27, 2023",131.08,130,130,129,0.01K,+0.88%
"Jul 26, 2023",129.94,133,133,130,0.02K,-4.20%
"Jul 25, 2023",135.64,133,133,133,0.01K,+2.43%
"Jul 24, 2023",132.42,130,131.5,130,0.00K,+1.66%
"Jul 21, 2023",130.26,130.26,130.26,130.26,0.00K,-0.25%
"Jul 20, 2023",130.59,131,131,131,0.02K,+0.84%
"Jul 19, 2023",129.5,124.75,130.4,124.75,0.02K,+1.12%
"Jul 18, 2023",128.06,122,125,122,0.02K,+6.04%
"Jul 17, 2023",120.77,121.5,121.5,121.5,0.00K,-0.60%
"Jul 14, 2023",121.5,124.75,125,124,0.02K,+1.09%
"Jul 13, 2023",120.19,120.5,120.5,120.5,0.00K,+0.16%
"Jul 12, 2023",120,122.5,122.5,120,0.01K,-0.86%
"Jul 11, 2023",121.04,124.75,124.75,124.75,0.02K,-4.41%
"Jul 10, 2023",126.63,126.63,126.63,126.63,0.01K,-4.09%
"Jul 07, 2023",132.03,132.03,132.03,132.03,0.00K,+2.35%
"Jul 06, 2023",129,130,130,130,0.01K,+0.34%
"Jul 05, 2023",128.56,130.5,130.5,130.5,0.00K,-0.43%
"Jul 04, 2023",129.12,129,129,129,0.03K,+2.07%
"Jul 03, 2023",126.5,126.5,126.5,126.5,0.01K,-3.59%
"Jun 30, 2023",131.21,128,130,128,0.01K,+3.19%
"Jun 29, 2023",127.15,125,128.25,125,0.01K,-0.66%
"Jun 28, 2023",128,128,128,128,0.00K,-1.50%
"Jun 27, 2023",129.95,127,127,126,0.01K,+3.32%
"Jun 26, 2023",125.77,132,132,132,0.00K,-2.12%
"Jun 23, 2023",128.5,128,128,128,0.01K,-1.34%
"Jun 22, 2023",130.25,130,130,130,0.01K,-1.85%
"Jun 21, 2023",132.7,136,137,136,0.01K,-3.90%
"Jun 20, 2023",138.08,138.5,138.5,138.5,0.01K,+5.74%
"Jun 19, 2023",130.59,126.25,126.25,126.25,0.00K,+0.50%
"Jun 16, 2023",129.94,132,132,132,0.02K,-6.52%
"Jun 15, 2023",139,139,139,139,0.02K,+2.33%
"Jun 14, 2023",135.83,131.25,132,129.6,0.03K,+4.09%
"Jun 13, 2023",130.49,119,130,119,0.03K,+7.84%
"Jun 12, 2023",121,118.5,120.5,118.5,0.02K,-1.47%
"Jun 09, 2023",122.8,116,121,116,0.03K,+9.32%
"Jun 08, 2023",112.33,112.33,112.33,112.33,0.00K,+2.92%
"Jun 07, 2023",109.14,106.5,109,106,0.02K,+1.71%
"Jun 06, 2023",107.3,108.5,108.5,108,0.02K,-4.43%
"Jun 05, 2023",112.27,114,114,114,0.02K,+4.68%
"Jun 02, 2023",107.25,106,107,106,0.02K,+1.42%
"Jun 01, 2023",105.75,108,108,107.25,0.01K,-3.99%
"May 31, 2023",110.14,108.5,110,108.5,0.01K,+1.28%
"May 30, 2023",108.75,108.5,109,108.25,0.02K,-0.78%
"May 29, 2023",109.61,109.15,109.15,109.15,0.01K,+0.19%
"May 26, 2023",109.4,111,111,109,0.02K,-3.12%
"May 25, 2023",112.92,112.92,112.92,112.92,0.01K,-5.11%
"May 24, 2023",119,119,119,119,0.01K,-0.22%
"May 23, 2023",119.26,119.26,119.26,119.26,0.02K,-1.63%
"May 22, 2023",121.24,120,121,120,0.01K,-1.19%
"May 19, 2023",122.7,123,123,123,0.01K,+0.58%
"May 18, 2023",121.99,121.99,121.99,121.99,,-3.18%
"May 17, 2023",126,124,126,124,0.02K,+4.35%
"May 16, 2023",120.75,120,121,120,0.01K,-2.62%
"May 15, 2023",124,126,126,124.75,0.02K,-5.88%
"May 12, 2023",131.75,133.25,133.25,133.25,0.00K,-1.31%
"May 11, 2023",133.5,133.5,133.5,133.5,0.00K,-0.25%
"May 10, 2023",133.83,133.5,135,133.5,0.00K,+0.44%
"May 09, 2023",133.25,131.25,131.25,131.25,0.01K,+2.44%
"May 08, 2023",130.08,130.08,130.08,130.08,,+0.22%
"May 05, 2023",129.8,129,129,128,0.00K,+0.75%
"May 04, 2023",128.83,129,129,128.5,0.01K,-0.01%
"May 03, 2023",128.84,129.5,129.5,129.5,0.01K,-3.67%
"May 02, 2023",133.75,133.75,133.75,133.75,0.01K,-0.53%
"Apr 28, 2023",134.46,135,136,134.5,0.02K,+1.41%
"Apr 27, 2023",132.59,131,132,131,0.01K,+3.08%
"Apr 26, 2023",128.63,128,128.5,128,0.01K,-2.43%
"Apr 25, 2023",131.83,132,132.5,132,0.02K,+0.17%
"Apr 24, 2023",131.6,131,131.5,130.75,0.02K,-1.13%
"Apr 21, 2023",133.1,133.1,133.1,133.1,0.01K,-1.69%
"Apr 20, 2023",135.39,134.75,135,134.75,0.01K,-0.27%
"Apr 19, 2023",135.75,141,141,137,0.01K,-2.34%
"Apr 18, 2023",139,136,139,136,0.01K,+2.60%
"Apr 17, 2023",135.48,136,136,135,0.02K,-0.01%
"Apr 14, 2023",135.5,134,136,134,0.01K,-3.28%
"Apr 13, 2023",140.1,140,140,140,0.01K,-2.19%
"Apr 12, 2023",143.23,140,143.5,138.5,0.01K,+1.97%
"Apr 11, 2023",140.46,136,136,136,0.00K,+2.43%
"Apr 06, 2023",137.13,137.13,137.13,137.13,0.00K,-0.97%
"Apr 05, 2023",138.47,138.47,138.47,138.47,0.00K,-3.17%
"Apr 04, 2023",143,143,143,143,0.00K,-5.14%
"Apr 03, 2023",150.75,145,147.5,144,0.02K,+6.16%
"Mar 31, 2023",142,136.25,136.25,136.25,0.01K,+8.43%
"Mar 30, 2023",130.96,130.5,131,130.5,0.01K,+2.11%
"Mar 29, 2023",128.25,128.25,128.25,128.25,0.00K,+1.58%
"Mar 28, 2023",126.25,123,128.75,123,0.01K,+3.06%
"Mar 27, 2023",122.5,123,123,123,0.00K,-0.89%
"Mar 24, 2023",123.6,132.5,132.5,124,0.01K,-5.30%
"Mar 23, 2023",130.52,127.25,129.25,127.25,0.01K,+4.90%
"Mar 22, 2023",124.42,124.42,124.42,124.42,0.00K,-2.03%
"Mar 21, 2023",127,122.55,123.1,122.55,0.01K,+4.68%
"Mar 20, 2023",121.32,122,122,120.5,0.01K,-2.78%
"Mar 17, 2023",124.79,124,124,124,0.00K,+0.84%
"Mar 16, 2023",123.75,122,126,122,0.04K,+1.02%
"Mar 15, 2023",122.5,123.25,123.5,122.5,0.02K,-3.16%
"Mar 14, 2023",126.5,130.5,130.5,128.5,0.01K,-11.40%
"Mar 13, 2023",142.77,142.77,142.77,142.77,0.01K,-2.71%
"Mar 10, 2023",146.75,146.75,146.75,146.75,0.01K,+12.99%
"Mar 09, 2023",129.88,127,130,127,0.02K,+1.50%
"Mar 08, 2023",127.96,127.5,127.5,126,0.04K,+2.37%
"Mar 07, 2023",125,125.5,126.5,125,0.02K,+3.43%
"Mar 06, 2023",120.85,122,123,119.5,0.03K,-4.84%
"Mar 03, 2023",127,127,127,127,0.02K,-3.83%
"Mar 02, 2023",132.06,132.06,132.06,132.06,0.01K,-2.18%
"Mar 01, 2023",135,135,135,135,0.01K,-1.47%
"Feb 28, 2023",137.02,137.75,137.75,135.5,0.04K,-3.43%
"Feb 27, 2023",141.88,140,140,140,0.00K,-1.13%
"Feb 24, 2023",143.5,145,145,145,0.00K,+0.29%
"Feb 23, 2023",143.08,143.08,143.08,143.08,0.03K,+0.75%
"Feb 22, 2023",142.01,139.5,140.5,139.5,0.00K,+0.01%
"Feb 21, 2023",142,140.5,140.5,139.5,0.01K,-3.07%
"Feb 20, 2023",146.5,146.5,146.5,146.5,0.02K,-1.17%
"Feb 17, 2023",148.23,148.23,148.23,148.23,0.01K,-1.18%
"Feb 16, 2023",150,150.25,150.25,149.5,0.01K,-0.44%
"Feb 15, 2023",150.66,147.75,147.75,147.75,0.00K,+1.22%
"Feb 14, 2023",148.85,151,151,149.45,0.01K,+1.26%
"Feb 13, 2023",147,146,147,146,0.01K,-2.02%
"Feb 10, 2023",150.03,148.5,148.5,148.5,0.01K,+1.03%
"Feb 09, 2023",148.5,148.5,148.5,148.5,,-0.99%
"Feb 08, 2023",149.99,151,151,151,0.02K,-2.45%
"Feb 07, 2023",153.75,155.5,156,155,0.02K,-4.72%
"Feb 06, 2023",161.36,161.36,161.36,161.36,0.00K,-1.69%
"Feb 03, 2023",164.13,163,163,163,0.01K,+0.01%
"Feb 02, 2023",164.11,165,165,165,0.05K,-3.31%
"Feb 01, 2023",169.73,168,168.75,168,0.01K,+3.81%
"Jan 31, 2023",163.5,163.5,163.5,163.5,0.00K,+3.86%
"Jan 30, 2023",157.43,157.43,157.43,157.43,0.01K,+3.74%
"Jan 27, 2023",151.75,151.5,151.5,151.5,0.01K,+0.09%
"Jan 26, 2023",151.62,151.62,151.62,151.62,0.03K,-1.55%
"Jan 25, 2023",154,154.5,154.5,154.5,0.01K,-1.18%
"Jan 24, 2023",155.84,155.84,155.84,155.84,0.02K,-10.40%
"Jan 23, 2023",173.92,172,172,172,0.01K,-0.05%
"Jan 20, 2023",174,171,176,171,0.03K,+3.45%
"Jan 19, 2023",168.19,168,171,168,0.07K,+1.19%
"Jan 18, 2023",166.21,166.21,166.21,166.21,0.02K,+6.90%
"Jan 17, 2023",155.48,155.48,155.48,155.48,0.04K,+8.86%
"Jan 16, 2023",142.82,142.82,142.82,142.82,0.01K,-7.41%
"Jan 13, 2023",154.25,154.25,154.25,154.25,0.01K,-6.20%
"Jan 12, 2023",164.44,164.44,164.44,164.44,0.01K,-0.64%
"Jan 11, 2023",165.5,165.5,165.5,165.5,0.01K,-5.89%
"Jan 10, 2023",175.86,175.86,175.86,175.86,0.00K,+0.39%
"Jan 09, 2023",175.17,175.17,175.17,175.17,0.02K,+0.48%
"Jan 06, 2023",174.33,174.33,174.33,174.33,0.01K,-0.12%
"Jan 05, 2023",174.54,174.54,174.54,174.54,0.01K,-0.88%
"Jan 04, 2023",176.09,176.09,176.09,176.09,0.00K,-7.32%
"Jan 03, 2023",190,190,190,190,0.00K,-0.01%
"Jan 02, 2023",190.02,190.02,190.02,190.02,0.01K,-1.03%
"Dec 30, 2022",192,192,192,192,,-3.68%
"Dec 29, 2022",199.34,199.34,199.34,199.34,,-10.48%
"Dec 28, 2022",222.67,222.67,222.67,222.67,,-3.23%
"Dec 27, 2022",230.1,230.1,230.1,230.1,,0.00%
"Dec 23, 2022",230.09,230.09,230.09,230.09,,-3.44%
"Dec 22, 2022",238.29,240,240,240,0.01K,-4.39%
"Dec 21, 2022",249.23,253.5,253.5,253.5,0.02K,-8.67%
"Dec 20, 2022",272.89,268,268,268,0.02K,-0.75%
"Dec 19, 2022",274.96,274.96,274.96,274.96,0.02K,-4.53%
"Dec 16, 2022",288,295,295,295,0.00K,-8.23%
"Dec 15, 2022",313.84,313,313,312,0.03K,+0.27%
"Dec 14, 2022",313,313,313,313,0.01K,-5.15%
"Dec 13, 2022",330,329,330,329,0.03K,-0.44%
"Dec 12, 2022",331.45,328,330,328,0.00K,-6.10%
"Dec 09, 2022",353,343,343,343,0.01K,-1.12%
"Dec 08, 2022",357,357,357,357,0.02K,-4.16%
"Dec 07, 2022",372.5,365.5,373,365.5,0.01K,+6.43%
"Dec 06, 2022",350,345,350,345,0.03K,+0.65%
"Dec 05, 2022",347.75,347.75,347.75,347.75,0.03K,-1.47%
"Dec 02, 2022",352.95,341,350,341,0.03K,+0.56%
"Dec 01, 2022",351,353,353,353,0.01K,-1.34%
"Nov 30, 2022",355.75,343,354,343,0.01K,+4.44%
"Nov 29, 2022",340.63,335,339,335,0.02K,+4.17%
"Nov 28, 2022",327,325,327.25,325,0.01K,-0.61%
"Nov 25, 2022",329,330,330,328,0.01K,+0.46%
"Nov 24, 2022",327.5,325,326,325,0.02K,-1.65%
"Nov 23, 2022",333,334,334,333,0.01K,+2.15%
"Nov 22, 2022",326,320,326,320,0.22K,+2.84%
"Nov 21, 2022",317,312,317,312,0.02K,+4.62%
"Nov 18, 2022",303,311,311,291.5,0.04K,+0.76%
"Nov 17, 2022",300.7,290,299.25,287,0.02K,-1.25%
"Nov 16, 2022",304.52,314.5,316,309,0.05K,-0.07%
"Nov 15, 2022",304.73,304.73,304.73,304.73,0.01K,+10.81%
"Nov 14, 2022",275,273,275,273,0.01K,+0.73%
"Nov 11, 2022",273,266,271.5,266,0.01K,-5.70%
"Nov 10, 2022",289.5,295.5,295.5,285,0.04K,-3.18%
"Nov 09, 2022",299.01,297.5,303,297.5,0.01K,-2.28%
"Nov 08, 2022",306,322,322,301,0.03K,-3.35%
"Nov 07, 2022",316.6,316.6,316.6,316.6,,-5.98%
"Nov 04, 2022",336.75,336.75,336.75,336.75,0.02K,-2.86%
"Nov 03, 2022",346.65,346.65,346.65,346.65,0.01K,+1.36%
"Nov 02, 2022",342,340,342,340,0.01K,+0.26%
"Nov 01, 2022",341.13,340,340,340,0.00K,-2.53%
"Oct 31, 2022",350,350,350,350,0.01K,-6.24%
"Oct 28, 2022",373.31,374,375,374,0.02K,+3.41%
"Oct 27, 2022",361,361,361,361,0.01K,+3.92%
"Oct 26, 2022",347.39,348.5,348.5,348.5,0.02K,-0.18%
"Oct 25, 2022",348,347,348,347,0.02K,+1.30%
"Oct 24, 2022",343.53,347,347,343,0.02K,-2.41%
"Oct 21, 2022",352,350,350,347,0.01K,-4.16%
"Oct 20, 2022",367.29,366,369,366,0.01K,+3.75%
"Oct 19, 2022",354,361,363.5,361,0.01K,+0.35%
"Oct 18, 2022",352.75,352,355,352,0.01K,-5.93%
"Oct 17, 2022",375,375,375,375,0.01K,-1.32%
"Oct 14, 2022",380,380,380,379,0.01K,-2.06%
"Oct 13, 2022",388,394,394,388,0.01K,-1.39%
"Oct 12, 2022",393.46,395,397,394,0.02K,-0.15%
"Oct 11, 2022",394.06,395,395,391.5,0.02K,+2.06%
"Oct 10, 2022",386.11,380,390,380,0.01K,-0.31%
"Oct 07, 2022",387.31,390,390,390,0.04K,-0.91%
"Oct 06, 2022",390.85,394,399,394,0.04K,+2.59%
"Oct 05, 2022",381,375,379,374,0.03K,+0.86%
"Oct 04, 2022",377.75,373,375,373,0.03K,-2.72%
"Oct 03, 2022",388.32,388.32,388.32,388.32,0.01K,-3.40%
"Sep 30, 2022",402,402,402,402,0.04K,+0.32%
"Sep 29, 2022",400.7,400.7,400.7,400.7,0.03K,-6.81%
"Sep 28, 2022",430,430,430,430,0.01K,+6.17%
"Sep 27, 2022",405,405,405,405,0.01K,+3.31%
"Sep 26, 2022",392.03,392.03,392.03,392.03,0.01K,-2.19%
"Sep 23, 2022",400.79,400.79,400.79,400.79,0.00K,-3.89%
"Sep 22, 2022",417,417,417,417,0.01K,-0.95%
"Sep 21, 2022",421,433,433,425,0.01K,+10.07%
"Sep 20, 2022",382.5,382,385,382,0.02K,-0.53%
"Sep 19, 2022",384.53,384.53,384.53,384.53,,-3.87%
"Sep 16, 2022",400,400,400,400,0.00K,-6.98%
"Sep 15, 2022",430,430,430,430,0.01K,+4.88%
"Sep 14, 2022",410,410,416,410,0.01K,+8.79%
"Sep 13, 2022",376.89,376.89,376.89,376.89,0.00K,+0.37%
"Sep 12, 2022",375.5,375.5,375.5,375.5,0.01K,-5.53%
"Sep 09, 2022",397.5,397.5,397.5,397.5,0.00K,+0.13%
"Sep 08, 2022",396.98,395,395,395,0.01K,+0.74%
"Sep 07, 2022",394.07,394.07,394.07,394.07,0.01K,-1.53%
"Sep 06, 2022",400.2,400.2,400.2,400.2,0.01K,-6.60%
"Sep 05, 2022",428.5,475,475,440,0.01K,+14.99%
"Sep 02, 2022",372.65,372.65,372.65,372.65,0.02K,-2.00%
"Sep 01, 2022",380.27,370,370,370,0.01K,-4.48%
"Aug 31, 2022",398.1,398.1,398.1,398.1,0.01K,-12.72%
"Aug 30, 2022",456.12,470,475,470,0.01K,-13.94%
"Aug 29, 2022",530,525,550,525,0.04K,-24.72%
"Aug 26, 2022",704,704,704,704,0.00K,+10.87%
"Aug 25, 2022",635,635,635,635,0.06K,+12.85%
"Aug 24, 2022",562.68,547,547,547,0.04K,+1.66%
"Aug 23, 2022",553.5,553.5,553.5,553.5,0.00K,-7.81%
"Aug 22, 2022",600.4,590,590,590,0.01K,+18.04%
"Aug 19, 2022",508.63,508.63,508.63,508.63,0.00K,+5.42%
"Aug 18, 2022",482.5,482.5,482.5,482.5,0.00K,+5.14%
"Aug 17, 2022",458.91,458.91,458.91,458.91,0.00K,-0.19%
"Aug 16, 2022",459.77,445.5,447.5,445.5,0.02K,+8.10%
"Aug 15, 2022",425.3,422,425.75,422,0.01K,+4.50%
"Aug 12, 2022",406.98,400,407,400,0.03K,+1.75%
"Aug 11, 2022",400,381,400,381,0.04K,+7.47%
"Aug 10, 2022",372.21,365,373,365,0.02K,+5.44%
"Aug 09, 2022",353,351.5,351.5,351.5,0.02K,-0.05%
"Aug 08, 2022",353.19,359,360,359,0.01K,+0.47%
"Aug 05, 2022",351.54,350,350,350,0.01K,+0.44%
"Aug 04, 2022",350,355,355,347.5,0.01K,+0.82%
"Aug 03, 2022",347.17,348,348,347,0.02K,+0.19%
"Aug 02, 2022",346.5,346.5,346.5,346.5,0.00K,+3.05%
"Aug 01, 2022",336.25,337,341,337,0.01K,+4.94%
"Jul 29, 2022",320.41,325.5,325.5,325.5,0.01K,-1.22%
"Jul 28, 2022",324.37,324.37,324.37,324.37,0.03K,-0.89%
"Jul 27, 2022",327.28,342,342,342,0.01K,+0.05%
"Jul 26, 2022",327.12,324,326,324,0.02K,+8.28%
"Jul 25, 2022",302.1,297,308.5,296,0.01K,+1.80%
"Jul 22, 2022",296.76,300,300,300,0.01K,+3.04%
"Jul 21, 2022",288,286,288,286,0.02K,-1.54%
"Jul 20, 2022",292.5,298,300,292,0.01K,-3.21%
"Jul 19, 2022",302.2,303,303,303,0.00K,+0.07%
"Jul 18, 2022",302,302,302,302,,-1.08%
"Jul 15, 2022",305.3,305.3,305.3,305.3,0.00K,-4.44%
"Jul 14, 2022",319.5,319.5,319.5,319.5,0.00K,+0.66%
"Jul 13, 2022",317.4,317.4,317.4,317.4,0.00K,+0.85%
"Jul 12, 2022",314.74,314.74,314.74,314.74,0.00K,+1.38%
"Jul 11, 2022",310.47,310.47,310.47,310.47,0.01K,+1.80%
"Jul 08, 2022",304.97,304,305,304,0.01K,-4.55%
"Jul 07, 2022",319.5,319.5,319.5,319.5,0.02K,+17.33%
"Jul 06, 2022",272.3,270.5,278.5,270.5,0.02K,+2.95%
"Jul 05, 2022",264.5,264.5,264.5,264.5,0.01K,+1.73%
"Jul 04, 2022",260,253,265,253,0.01K,+9.24%
"Jul 01, 2022",238,238,238,238,,+0.39%
"Jun 30, 2022",237.08,238,238,238,0.00K,+2.19%
"Jun 29, 2022",232,231.25,232,231,0.02K,+4.04%
"Jun 28, 2022",223,224,224,223,0.03K,-0.22%
"Jun 27, 2022",223.5,225,225,223.5,0.01K,+0.61%
"Jun 24, 2022",222.14,224,224,224,0.00K,-0.94%
"Jun 23, 2022",224.24,218,225,218,0.02K,+6.02%
"Jun 22, 2022",211.5,212,212,211,0.01K,+1.44%
"Jun 21, 2022",208.5,207,207,207,0.01K,+1.21%
"Jun 20, 2022",206,202,205,202,0.04K,+0.82%
"Jun 17, 2022",204.32,204,206,204,0.02K,-3.33%
"Jun 16, 2022",211.35,215,215,215,0.00K,+7.83%
"Jun 15, 2022",196,193,194.25,193,0.01K,+4.85%
"Jun 14, 2022",186.94,185.5,185.5,185.5,0.02K,+1.60%
"Jun 13, 2022",184,183.5,183.5,183.5,0.02K,+0.27%
"Jun 10, 2022",183.5,183,185,183,0.03K,-2.57%
"Jun 09, 2022",188.35,188.35,188.35,188.35,0.01K,-1.90%
"Jun 08, 2022",192,194.5,194.5,193.25,0.01K,-3.30%
"Jun 07, 2022",198.55,200,200,198,0.02K,-0.85%
"Jun 06, 2022",200.26,200.26,200.26,200.26,,-0.56%
"Jun 03, 2022",201.38,202,202,202,0.00K,+2.66%
"Jun 02, 2022",196.17,196.17,196.17,196.17,0.00K,+0.60%
"Jun 01, 2022",195,195,196.25,193.5,0.02K,+0.58%
"May 31, 2022",193.87,196,196,196,0.01K,+0.71%
"May 30, 2022",192.5,193.2,193.2,192.2,0.01K,+0.26%
"May 27, 2022",192,192,192,192,0.00K,+4.25%
"May 26, 2022",184.18,184.18,184.18,184.18,,+1.10%
"May 25, 2022",182.18,184,184,184,0.00K,+1.27%
"May 24, 2022",179.89,179.89,179.89,179.89,0.00K,+0.10%
"May 23, 2022",179.71,179.71,179.71,179.71,0.00K,-2.65%
"May 20, 2022",184.6,184.6,184.6,184.6,,+0.46%
"May 19, 2022",183.75,183.75,183.75,183.75,0.01K,-3.16%
"May 18, 2022",189.75,192.5,192.5,192.5,0.02K,-0.46%
"May 17, 2022",190.63,194,194,194,0.00K,+2.86%
"May 16, 2022",185.33,187,187,187,0.02K,-1.03%
"May 13, 2022",187.25,189.55,189.55,186.75,0.01K,-2.47%
"May 12, 2022",192,192,192,192,0.01K,+1.81%
"May 11, 2022",188.59,188.59,188.59,188.59,0.01K,+1.94%
"May 10, 2022",185,185.5,186,185.5,0.01K,-2.89%
"May 09, 2022",190.5,190.5,190.5,190.5,0.01K,-5.22%
"May 06, 2022",201,201,201,201,0.01K,-0.50%
"May 05, 2022",202,202,202,202,0.01K,+4.10%
"May 04, 2022",194.04,196,196,196,0.01K,+4.89%
"May 03, 2022",185,185,185,185,0.01K,+2.64%
"May 02, 2022",180.25,180.25,180.25,180.25,0.01K,-1.01%
"Apr 29, 2022",182.08,182.08,182.08,182.08,0.00K,-0.12%
"Apr 28, 2022",182.3,182.3,182.3,182.3,0.00K,-1.21%
"Apr 27, 2022",184.53,184.53,184.53,184.53,,+2.59%
"Apr 26, 2022",179.88,179.88,179.88,179.88,0.00K,-4.91%
"Apr 25, 2022",189.17,189.17,189.17,189.17,,+0.20%
"Apr 22, 2022",188.8,188.8,188.8,188.8,,+0.56%
"Apr 21, 2022",187.75,185.5,185.5,185.5,0.01K,+1.39%
"Apr 20, 2022",185.18,185.18,185.18,185.18,0.00K,+3.74%
"Apr 19, 2022",178.5,178.5,178.5,178.5,,-2.46%
"Apr 14, 2022",183,183,183,183,0.01K,-0.72%
"Apr 13, 2022",184.32,184.32,184.32,184.32,0.00K,+2.29%
"Apr 12, 2022",180.19,180.19,180.19,180.19,0.01K,+2.48%
"Apr 11, 2022",175.83,175.83,175.83,175.83,0.00K,-0.24%
"Apr 08, 2022",176.25,176.25,176.25,176.25,,+1.15%
"Apr 07, 2022",174.25,174.25,174.25,174.25,0.01K,+1.34%
"Apr 06, 2022",171.94,171.94,171.94,171.94,0.00K,+1.75%
"Apr 05, 2022",168.99,168.99,168.99,168.99,,+1.28%
"Apr 04, 2022",166.85,166.85,166.85,166.85,0.00K,-2.14%
"Apr 01, 2022",170.49,170.49,170.49,170.49,0.01K,+0.69%
"Mar 31, 2022",169.32,169.32,169.32,169.32,,-3.28%
"Mar 30, 2022",175.07,175.07,175.07,175.07,,+3.24%
"Mar 29, 2022",169.57,170,170,170,0.00K,+4.76%
"Mar 28, 2022",161.87,161.87,161.87,161.87,,-0.17%
"Mar 25, 2022",162.15,162.15,162.15,162.15,,-3.56%
"Mar 24, 2022",168.13,168.13,168.13,168.13,0.00K,+1.20%
"Mar 23, 2022",166.13,166.13,166.13,166.13,0.00K,+5.82%
"Mar 22, 2022",157,157,157,157,,+2.28%
"Mar 21, 2022",153.5,153.5,153.5,153.5,0.01K,-0.02%
"Mar 18, 2022",153.53,153.53,153.53,153.53,,+0.08%
"Mar 17, 2022",153.41,153.41,153.41,153.41,,+1.14%
"Mar 16, 2022",151.68,151.68,151.68,151.68,0.01K,-3.70%
"Mar 15, 2022",157.5,157.5,157.5,157.5,,+0.19%
"Mar 14, 2022",157.2,157.2,157.2,157.2,0.00K,-1.62%
"Mar 11, 2022",159.79,158,158,158,0.00K,+0.50%
"Mar 10, 2022",159,158.75,159,158.75,0.01K,-6.51%
"Mar 09, 2022",170.07,173.5,173.5,169,0.01K,-7.46%
"Mar 08, 2022",183.78,183.78,183.78,183.78,0.01K,+5.02%
"Mar 07, 2022",175,175,175,175,0.01K,+5.25%
"Mar 04, 2022",166.27,166.27,166.27,166.27,0.04K,+1.58%
"Mar 03, 2022",163.69,168,168,163,0.04K,-0.19%
"Mar 02, 2022",164,164,164,164,,+8.88%
"Mar 01, 2022",150.63,150.63,150.63,150.63,0.00K,+2.64%
"Feb 28, 2022",146.75,146.75,146.75,146.75,,+3.57%
"Feb 25, 2022",141.69,142,142,142,0.02K,-20.17%
"Feb 24, 2022",177.5,177.5,177.5,177.5,0.03K,+17.63%
"Feb 23, 2022",150.9,150.9,150.9,150.9,0.01K,+5.75%
"Feb 22, 2022",142.69,139,143,139,0.01K,+6.67%
"Feb 21, 2022",133.77,134,134,134,0.00K,+1.74%
"Feb 18, 2022",131.48,130.5,131.5,130.5,0.01K,-0.26%
"Feb 17, 2022",131.82,131.82,131.82,131.82,,-0.14%
"Feb 16, 2022",132,132.5,132.5,132.5,0.01K,-2.40%
"Feb 15, 2022",135.25,135.25,135.25,135.25,0.00K,-3.39%
"Feb 14, 2022",140,140,140,140,0.00K,+3.13%
"Feb 11, 2022",135.75,135.75,135.75,135.75,,+3.28%
"Feb 10, 2022",131.44,131.44,131.44,131.44,0.00K,-3.43%
"Feb 09, 2022",136.11,136.5,136.5,136.5,0.00K,-2.59%
"Feb 08, 2022",139.73,139.73,139.73,139.73,,+2.90%
"Feb 07, 2022",135.79,135.79,135.79,135.79,0.00K,-1.57%
